,qid,question,options,answer,correct_option,format,rule,response_option
158,19,"Question linked to the image nº21 Man of 71 years. Smoker of 2-3 cigarettes a day until 7 years ago. He has worked as an employee in a packing company, without exposure to fumes or dust. Hypertension and hypertensive heart disease. Two years ago, he was diagnosed with paroxysmal atrial fibrillation and received treatment with amiodarone for 18 months at a dose of 200 mg / day and subsequently 400 mg / day in the last 6 months. Five months ago he presented a picture of cough, fever and dyspnea. A chest x-ray was performed (image A) and he received antibiotic and steroid treatment with improvement. The subsequent radiological control was normal. He came to the clinic for presenting asthenia, fever and cough of 2 weeks of evolution. In the laboratory, normal blood count, C reactive protein 9.5 mg / dL (normal 0-1), ESR 39 mm (1st hour). A chest x-ray is performed (image B) and admission is decided. A bronchoscopy was performed with bronchoalveolar lavage, with the following cell count: lymphocytes 74% (ratio CD4 / CD8 = 0.9), macrophages 18%, neutrophils 4%. Cytology is reported with the presence of foamy macrophages. A video-assisted thoracoscopy biopsy is indicated. Given the clinical, radiological and analytical findings with which we already have, we can conclude:","{'0': 'The most likely pathological picture is organized pneumonia.', '1': 'An amiodarone pneumonitis seems unlikely given that the patient has taken the drug for 2 years.', '2': 'The lymphocyte ratio of bronchoalveolar lavage suggests a picture of sarcoidosis.', '3': 'The picture suggests a pneumonia of fibrotic type.'}",The most likely pathological picture is organized pneumonia.,0,"```json
{
    ""option"": 0,
    {
        ""conversion_rule"": ""Rule2"",
        ""value"": {""A"": ""amiodarone"", ""R3"": ""leads to"", ""B"": ""organized pneumonia""},
    },
}
```",Rule2,0
159,25,Optic tract lesion causes ?,"{'0': ""Wernicke's hemianopic pupil"", '1': 'Amauratic pupil', '2': 'Amauratic pupil', '3': 'None'}",Wernicke's hemianopic pupil,0,"```json
{
    ""option"": 1,
    {
        ""conversion_rule"": ""Rule1"",
        ""value"": {""A"": ""Optic tract lesion"", ""R1"": ""cause"", ""B"": ""Amauratic pupil""},
    },
}
```",Rule1,1
160,115,"A 62-year-old man with end-stage renal disease is brought to the emergency department because of fever, severe abdominal pain, and shaking chills for 4 hours. His last hemodialysis was 2 days ago. On arrival, he appears ill and is poorly responsive. Blood cultures grow gram-positive, catalase-positive cocci that express mecA. Intravenous antibiotic therapy is begun with an agent that disrupts cell membranes by creating transmembrane channels. Which of the following adverse events is associated with the use of this agent?","{'0': 'Photosensitivity', '1': 'Rhabdomyolysis', '2': 'Ototoxicity', '3': 'QT prolongation'}",Rhabdomyolysis,1,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'agent that disrupts cell membranes by creating transmembrane channels', 'R3': 'leads to', 'B': 'Rhabdomyolysis'},
    },
}
```",Rule2,1
161,119,"A 12-year-old boy because the penis is too short and treatment, physical examination found that 3 cm long penis, scrotum small, non-palpable testicles, hypospadias without development and no pubic hair, blood tests showed that serum follicle stimulating hormone (FSH) and promoting luteinizing hormone (LH) were higher than the normal range, testosterone (Testosterone) value of <0.2 ng / mL. That one of the following checks at least help with the diagnosis?","{'0': 'Chromosome', '1': 'Pituitary function tests', '2': 'hCG stimulation test', '3': 'Antimüllerian hormone serum concentrations'}",Pituitary function tests,1,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Chromosome', 'R3': 'leads to', 'B': 'diagnosis'},
    },
}
```",Rule2,0
162,127,"A 46-year-old man presents to his physician because of persistent pelvic and scrotal pain for the past month. He also has had occasional fevers, chills, dysuria, and increased urinary frequency over the last few months. He was prescribed trimethoprim and sulfamethoxazole for the urinary symptoms, but he is still having symptoms currently. He is sexually active with multiple male and female partners and uses condoms inconsistently. The patient has hypertension and takes lisinopril.  He also takes PrEP (Truvada, which contains tenofovir and emtricitabine). On physical exam, his temperature is 36.7℃ (98.1℉), the blood pressure is 115/70 mm Hg, the pulse is 74/min, and the respirations are 14/min. A digital rectal exam reveals a mildly tender and mildly enlarged prostate. Urine specimens are sent for culture and sensitivity testing. A urine sample taken after prostate massage shows a 10-fold increase in bacteria counts. The test results for antimicrobial sensitivity include ampicillin, cefepime, gentamicin, levofloxacin, and meropenem. The patient is prescribed tamsulosin. Which of the following is the most appropriate antibiotic to pair with the tamsulosin?","{'0': 'Cefepime', '1': 'Gentamicin', '2': 'Levofloxacin', '3': 'Trimethoprim and sulfamethoxazole'}",Levofloxacin,2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'prostate massage', 'R3': 'results in', 'B': 'increase in bacteria counts'},
    },
}
```",Rule2,2
163,129,A 51-year-old male patient complained of long-term lower back pain for many years. BRIEF lumbar spine X-ray photography. Why is the most likely diagnosis?,"{'0': 'ankylosing spondylitis', '1': 'spinal bone metastasis', '2': 'infectious spondylodiscitis', '3': 'degenerative spinal disease'}",ankylosing spondylitis,0,"```json
{
    'option': 3,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'long-term lower back pain', 'R3': 'leads to', 'B': 'degenerative spinal disease'},
    },
}
```",Rule1,3
164,131,Parathyroid hormone (PTH) exerts its effect soncalcium metabolism by acting on receptors present on the–,"{'0': 'Osteoclasts', '1': 'Osteocytes', '2': 'Macrophages', '3': 'None of these'}",Osteocytes,1,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Parathyroid hormone (PTH)', 'R3': 'acts on', 'B': 'Osteoclasts'},
    },
}
```",Rule1,0
165,132,"When the acid poisoning, give the main reason NaHCO3 Why?","{'0': 'Increased at a rate of acidic drug metabolism in the liver', '1': 'Changing the stability of an acidic drug in the blood', '2': 'Increasing drug free form in the blood, which will help glomerular filtration', '3': 'Reduction of drug recycling in the renal tubules'}",Reduction of drug recycling in the renal tubules,3,"```json
{
    'option': 3,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'NaHCO3', 'R3': 'results in', 'B': 'Reduction of drug recycling in the renal tubules'},
    },
}
```",Rule2,3
166,173,A previously healthy 2-month-old boy is brought to the physician because of a 10-day history of poor feeding. He used to feed for 20 minutes but now needs 40 minutes. He struggles to breathe and sweats while feeding. He was born at 38 weeks' gestation. He is at the 20th percentile for length and 10th percentile for weight. His vital signs are within normal limits. Pulse oximetry on room air shows an oxygen saturation of 98%. A grade 3/6 holosystolic murmur is heard at the left lower sternal border. An ECG shows left-axis deviation. An x-ray of the chest shows an enlarged left atrium and ventricle and increased pulmonary vascular markings. Doppler echocardiography confirms the presence of an intracardiac shunt. Which of the following is the most likely explanation for the direction of flow of blood across this shunt?,"{'0': 'Communication between the right and left atria', '1': 'Right ventricular outflow tract obstruction', '2': 'Increase in pulmonary vascular resistance', '3': 'Decrease in pulmonary vascular resistance'}",Decrease in pulmonary vascular resistance,3,"```json
{
    'option': 3,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'intracardiac shunt', 'R3': 'leads to', 'B': 'decrease in pulmonary vascular resistance'},
    },
}
```",Rule2,3
167,185,"A 44-year-old woman comes to the physician because of pain and swelling below her left eye for 3 days. She has also had excessive watering from her eyes during this period. She has no history of serious illness and takes no medications. Her temperature is 37°C (98.6°F), pulse is 90/min, and blood pressure is 110/70 mm Hg. Examination shows erythema, tenderness, warmth, and swelling below the medial canthus of the left eye. There is purulent discharge from the lower lacrimal punctum on palpation of the swelling. The remainder of the examination shows no abnormalities. The discharge is sent for cultures. Which of the following is the most appropriate next step in management?","{'0': 'Topical ciprofloxacin', '1': 'Irrigation of lacrimal cannaliculi', '2': 'Oral amoxicillin-clavulanate therapy', '3': 'CT scan of the orbit\n""'}",Oral amoxicillin-clavulanate therapy,2,"```json
{
    ""option"": 2,
    {
        ""conversion_rule"": ""Rule1"",
        ""value"": {""A"": ""Purulent discharge from the lower lacrimal punctum"", ""R3"": ""leads to"", ""B"": ""Oral amoxicillin-clavulanate therapy""},
    },
}
```",Rule1,2
168,211,A motorcyclist after road traffic accident is having raised aerial pCO2 on ABG. Probable cause can be:,"{'0': 'Damage to respiratory apparatus', '1': 'Damage to respiratory centre', '2': 'Damage to both respiratory apparatus and respiratory centre', '3': 'Massive lung contusion alone'}",Damage to both respiratory apparatus and respiratory centre,2,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Damage to respiratory centre', 'R1': 'cause', 'B': 'raised aerial pCO2'},
    },
}
```",Rule1,1
169,234,"A 50-year-old man comes to the physician because of swelling of his legs for 2 months. Three months ago, he was diagnosed with hypertension and started on a new medication. His blood pressure is 145/95 mm Hg. Physical examination shows 2+ edema in both lower extremities. Laboratory studies are within the reference ranges. This patient was most likely treated with which of the following drugs?","{'0': 'Losartan', '1': 'Spironolactone', '2': 'Hydrochlorothiazide', '3': 'Amlodipine'}",Amlodipine,3,"```json
{
    'option': 3,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Amlodipine', 'R3': 'leads to', 'B': 'swelling of legs'},
    },
}
```",Rule2,3
170,245,"A 4-year-old boy is referred to the transfusion clinic with malaise, fever, bilateral conjunctivitis, erythema of the oral mucosa, macular rash of the trunk, and inguinal lymphadenopathy following several days of loose stool. The boy was born at 39 weeks gestation via spontaneous vaginal delivery. He is up to date on all vaccines and is meeting all developmental milestones. Kawasaki’s disease is suspected and therapy with intravenous immunoglobulin and aspirin is initiated. Later that day, the patient develops trouble breathing, facial flushing, and rapidly evolving pruritic abdominal rash. He is rushed to the emergency department where his blood pressure is 85/48 mm Hg, heart rate is 120/min, respiratory rate is 26/min, and temperature is 37.0°C (98.6°F). On physical examination, the patient has severe facial edema and severe stridor, which can be heard without a stethoscope. A complete blood count is normal. Of the following options, which underlying condition could cause this reaction?","{'0': ""Bruton's agammaglobulinemia"", '1': 'IgA deficiency', '2': 'Hyper-IgM syndrome', '3': 'Hyper-IgD syndrome', 'correct answer': ""Bruton's agammaglobulinemia""}",IgA deficiency,1,"{
    'option': 0,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': ""Bruton's agammaglobulinemia"", 'R1': 'cause', 'B': 'severe reaction to intravenous immunoglobulin'},
    },
}",Rule1,0
